engagement_id,as_of_date,top_drivers,top_driver_detail
ENG-01060,2025-05-01,No material driver detected,
ENG-01060,2025-06-01,No material driver detected,
ENG-01061,2025-05-01,No material driver detected,
ENG-01061,2025-06-01,No material driver detected,
ENG-01061,2025-07-01,No material driver detected,
ENG-01061,2025-08-01,Sentiment | Performance | Role profile,Sentiment (+0.90) | Performance (+0.70) | Role profile (+0.25)
ENG-01061,2025-09-01,Client feedback | Performance | Sentiment,Client feedback (+2.32) | Performance (+1.13) | Sentiment (+0.80)
ENG-01061,2025-10-01,Sentiment | Performance | Client feedback,Sentiment (+2.10) | Performance (+0.84) | Client feedback (+0.66)
ENG-01061,2025-11-01,Performance | Client feedback | Role profile,Performance (+1.66) | Client feedback (+1.31) | Role profile (+0.25)
ENG-01061,2025-12-01,Client feedback | Sentiment | Performance,Client feedback (+4.00) | Sentiment (+2.98) | Performance (+1.64)
ENG-01062,2024-06-01,No material driver detected,
ENG-01062,2024-07-01,No material driver detected,
ENG-01062,2024-08-01,No material driver detected,
ENG-01062,2024-09-01,No material driver detected,
ENG-01062,2024-10-01,No material driver detected,
ENG-01062,2024-11-01,No material driver detected,
ENG-01062,2024-12-01,No material driver detected,
ENG-01062,2025-01-01,No material driver detected,
ENG-01062,2025-02-01,No material driver detected,
ENG-01063,2024-04-01,No material driver detected,
ENG-01063,2024-05-01,No material driver detected,
ENG-01063,2024-06-01,No material driver detected,
ENG-01063,2024-07-01,No material driver detected,
ENG-01063,2024-08-01,No material driver detected,
ENG-01063,2024-09-01,No material driver detected,
ENG-01063,2024-10-01,No material driver detected,
ENG-01063,2024-11-01,Client feedback | Sentiment | Milestone delivery,Client feedback (+2.50) | Sentiment (+0.23) | Milestone delivery (+0.17)
ENG-01064,2026-07-01,No material driver detected,
ENG-01064,2026-08-01,No material driver detected,
ENG-01065,2024-11-01,No material driver detected,
ENG-01065,2024-12-01,No material driver detected,
ENG-01065,2025-01-01,No material driver detected,
ENG-01065,2025-02-01,No material driver detected,
ENG-01065,2025-03-01,No material driver detected,
ENG-01065,2025-04-01,No material driver detected,
ENG-01065,2025-05-01,No material driver detected,
ENG-01065,2025-06-01,No material driver detected,
ENG-01065,2025-07-01,No material driver detected,
ENG-01066,2025-05-01,No material driver detected,
ENG-01066,2025-06-01,No material driver detected,
ENG-01066,2025-07-01,Client feedback | Performance | Contract stage,Client feedback (+1.33) | Performance (+1.19) | Contract stage (+0.32)
ENG-01066,2025-08-01,No material driver detected,
ENG-01066,2025-09-01,No material driver detected,
ENG-01066,2025-10-01,No material driver detected,
ENG-01066,2025-11-01,No material driver detected,
ENG-01066,2025-12-01,No material driver detected,
ENG-01067,2026-07-01,No material driver detected,
ENG-01067,2026-08-01,No material driver detected,
ENG-01068,2024-09-01,No material driver detected,
ENG-01068,2024-10-01,No material driver detected,
ENG-01068,2024-11-01,No material driver detected,
ENG-01068,2024-12-01,No material driver detected,
ENG-01068,2025-01-01,No material driver detected,
ENG-01068,2025-02-01,No material driver detected,
ENG-01068,2025-03-01,No material driver detected,
ENG-01068,2025-04-01,No material driver detected,
ENG-01068,2025-05-01,No material driver detected,
ENG-01068,2025-06-01,No material driver detected,
ENG-01069,2026-07-01,No material driver detected,
ENG-01069,2026-08-01,Performance | Sentiment | Client feedback,Performance (+2.37) | Sentiment (+1.27) | Client feedback (+1.16)
ENG-01069,2026-09-01,Client feedback | Milestone delivery | Sentiment,Client feedback (+1.16) | Milestone delivery (+0.71) | Sentiment (+0.46)
ENG-01069,2026-10-01,Performance | Client feedback | Sentiment,Performance (+3.38) | Client feedback (+2.25) | Sentiment (+2.00)
ENG-01069,2026-11-01,Client feedback | Performance | Sentiment,Client feedback (+3.06) | Performance (+2.44) | Sentiment (+1.62)
ENG-01070,2025-12-01,Sentiment | Contract stage | Client feedback,Sentiment (+1.21) | Contract stage (+0.54) | Client feedback (+0.33)
ENG-01070,2026-01-01,No material driver detected,
ENG-01070,2026-02-01,Client feedback | Contract stage | Role profile,Client feedback (+2.55) | Contract stage (+0.38) | Role profile (+0.26)
ENG-01070,2026-03-01,Sentiment | Contract stage | Milestone delivery,Sentiment (+1.41) | Contract stage (+0.30) | Milestone delivery (+0.28)
ENG-01070,2026-04-01,No material driver detected,
ENG-01070,2026-05-01,Performance | Sentiment | Role profile,Performance (+1.52) | Sentiment (+1.09) | Role profile (+0.26)
ENG-01070,2026-06-01,No material driver detected,
ENG-01071,2024-02-01,No material driver detected,
ENG-01071,2024-03-01,No material driver detected,
ENG-01071,2024-04-01,Client feedback | Performance | Milestone delivery,Client feedback (+2.38) | Performance (+0.77) | Milestone delivery (+0.30)
ENG-01071,2024-05-01,No material driver detected,
ENG-01071,2024-06-01,Client feedback | Sentiment | Milestone delivery,Client feedback (+2.48) | Sentiment (+0.92) | Milestone delivery (+0.77)
ENG-01071,2024-07-01,Performance | Sentiment | Client feedback,Performance (+1.31) | Sentiment (+0.54) | Client feedback (+0.47)
ENG-01072,2025-12-01,No material driver detected,
ENG-01072,2026-01-01,No material driver detected,
ENG-01072,2026-02-01,No material driver detected,
ENG-01072,2026-03-01,No material driver detected,
ENG-01072,2026-04-01,No material driver detected,
ENG-01072,2026-05-01,No material driver detected,
ENG-01072,2026-06-01,No material driver detected,
ENG-01072,2026-07-01,No material driver detected,
ENG-01072,2026-08-01,No material driver detected,
ENG-01073,2025-11-01,No material driver detected,
ENG-01073,2025-12-01,No material driver detected,
ENG-01073,2026-01-01,No material driver detected,
ENG-01073,2026-02-01,No material driver detected,
ENG-01073,2026-03-01,No material driver detected,
ENG-01073,2026-04-01,No material driver detected,
ENG-01073,2026-05-01,No material driver detected,
ENG-01073,2026-06-01,No material driver detected,
ENG-01073,2026-07-01,No material driver detected,
ENG-01073,2026-08-01,No material driver detected,
ENG-01074,2025-05-01,No material driver detected,
ENG-01074,2025-06-01,Sentiment | Client feedback | Role profile,Sentiment (+0.53) | Client feedback (+0.36) | Role profile (+0.35)
ENG-01074,2025-07-01,No material driver detected,
ENG-01074,2025-08-01,No material driver detected,
ENG-01074,2025-09-01,Performance | Client feedback | Role profile,Performance (+1.12) | Client feedback (+0.76) | Role profile (+0.35)
ENG-01074,2025-10-01,No material driver detected,
ENG-01074,2025-11-01,Client feedback | Role profile | Milestone delivery,Client feedback (+0.88) | Role profile (+0.35) | Milestone delivery (+0.15)
ENG-01074,2025-12-01,No material driver detected,
ENG-01074,2026-01-01,No material driver detected,
ENG-01074,2026-02-01,Client feedback | Sentiment | Performance,Client feedback (+2.07) | Sentiment (+0.66) | Performance (+0.52)
ENG-01074,2026-03-01,Performance | Client feedback | Role profile,Performance (+1.31) | Client feedback (+0.60) | Role profile (+0.35)
ENG-01074,2026-04-01,No material driver detected,
ENG-01074,2026-05-01,No material driver detected,
ENG-01075,2025-06-01,No material driver detected,
ENG-01075,2025-07-01,No material driver detected,
ENG-01075,2025-08-01,No material driver detected,
ENG-01075,2025-09-01,No material driver detected,
ENG-01075,2025-10-01,No material driver detected,
ENG-01075,2025-11-01,No material driver detected,
ENG-01075,2025-12-01,No material driver detected,
ENG-01075,2026-01-01,No material driver detected,
ENG-01075,2026-02-01,No material driver detected,
ENG-01076,2025-09-01,Sentiment | Contract stage | Utilisation,Sentiment (+0.66) | Contract stage (+0.54) | Utilisation (+0.20)
ENG-01076,2025-10-01,No material driver detected,
ENG-01076,2025-11-01,No material driver detected,
ENG-01076,2025-12-01,Performance | Sentiment | Client feedback,Performance (+0.79) | Sentiment (+0.67) | Client feedback (+0.63)
ENG-01076,2026-01-01,No material driver detected,
ENG-01076,2026-02-01,No material driver detected,
ENG-01076,2026-03-01,Performance | Client feedback | Sentiment,Performance (+1.12) | Client feedback (+0.92) | Sentiment (+0.57)
ENG-01077,2025-03-01,No material driver detected,
ENG-01077,2025-04-01,Performance | Sentiment | Role profile,Performance (+0.81) | Sentiment (+0.55) | Role profile (+0.26)
ENG-01077,2025-05-01,No material driver detected,
ENG-01077,2025-06-01,Sentiment | Performance | Client feedback,Sentiment (+1.46) | Performance (+0.45) | Client feedback (+0.27)
ENG-01077,2025-07-01,No material driver detected,
ENG-01077,2025-08-01,No material driver detected,
ENG-01077,2025-09-01,No material driver detected,
ENG-01077,2025-10-01,Client feedback | Role profile,Client feedback (+2.83) | Role profile (+0.26)
ENG-01077,2025-11-01,No material driver detected,
ENG-01077,2025-12-01,Performance | Client feedback | Sentiment,Performance (+2.92) | Client feedback (+2.79) | Sentiment (+1.03)
ENG-01078,2025-03-01,Performance | Sentiment | Client feedback,Performance (+1.03) | Sentiment (+0.80) | Client feedback (+0.57)
ENG-01078,2025-04-01,Client feedback | Sentiment | Role profile,Client feedback (+1.65) | Sentiment (+0.29) | Role profile (+0.25)
ENG-01078,2025-05-01,No material driver detected,
ENG-01078,2025-06-01,Performance | Sentiment | Client feedback,Performance (+2.15) | Sentiment (+1.27) | Client feedback (+1.26)
ENG-01078,2025-07-01,No material driver detected,
ENG-01078,2025-08-01,Performance | Sentiment | Milestone delivery,Performance (+1.05) | Sentiment (+0.87) | Milestone delivery (+0.66)
ENG-01078,2025-09-01,Sentiment | Client feedback | Performance,Sentiment (+2.32) | Client feedback (+1.46) | Performance (+1.08)
ENG-01078,2025-10-01,Client feedback | Performance | Sentiment,Client feedback (+3.29) | Performance (+2.04) | Sentiment (+0.58)
ENG-01078,2025-11-01,Performance | Sentiment | Client feedback,Performance (+2.48) | Sentiment (+1.75) | Client feedback (+0.87)
ENG-01078,2025-12-01,Sentiment | Performance | Client feedback,Sentiment (+2.96) | Performance (+2.60) | Client feedback (+2.31)
ENG-01078,2026-01-01,Client feedback | Performance | Sentiment,Client feedback (+4.05) | Performance (+3.75) | Sentiment (+2.15)
ENG-01079,2026-08-01,No material driver detected,
ENG-01079,2026-09-01,No material driver detected,
ENG-01079,2026-10-01,Client feedback | Sentiment,Client feedback (+1.17) | Sentiment (+0.71)
ENG-01079,2026-11-01,Performance | Sentiment | Client feedback,Performance (+1.50) | Sentiment (+0.75) | Client feedback (+0.60)
ENG-01079,2026-12-01,Client feedback | Performance | Sentiment,Client feedback (+1.72) | Performance (+1.00) | Sentiment (+0.63)
ENG-01079,2027-01-01,Client feedback | Sentiment | Performance,Client feedback (+1.99) | Sentiment (+1.05) | Performance (+0.84)
ENG-01080,2026-07-01,No material driver detected,
ENG-01080,2026-08-01,Performance | Client feedback | Sentiment,Performance (+3.33) | Client feedback (+2.34) | Sentiment (+1.55)
ENG-01081,2025-01-01,No material driver detected,
ENG-01081,2025-02-01,Client feedback | Contract stage | Milestone delivery,Client feedback (+0.63) | Contract stage (+0.33) | Milestone delivery (+0.28)
ENG-01081,2025-03-01,No material driver detected,
ENG-01081,2025-04-01,No material driver detected,
ENG-01081,2025-05-01,Client feedback | Performance | Milestone delivery,Client feedback (+2.57) | Performance (+0.95) | Milestone delivery (+0.23)
ENG-01081,2025-06-01,No material driver detected,
ENG-01081,2025-07-01,No material driver detected,
ENG-01081,2025-08-01,No material driver detected,
ENG-01081,2025-09-01,No material driver detected,
ENG-01082,2024-05-01,No material driver detected,
ENG-01082,2024-06-01,No material driver detected,
ENG-01082,2024-07-01,No material driver detected,
ENG-01082,2024-08-01,No material driver detected,
ENG-01082,2024-09-01,Performance | Client feedback | Milestone delivery,Performance (+0.74) | Client feedback (+0.72) | Milestone delivery (+0.44)
ENG-01082,2024-10-01,No material driver detected,
ENG-01082,2024-11-01,No material driver detected,
ENG-01082,2024-12-01,No material driver detected,
ENG-01082,2025-01-01,No material driver detected,
ENG-01082,2025-02-01,No material driver detected,
ENG-01083,2024-06-01,No material driver detected,
ENG-01083,2024-07-01,No material driver detected,
ENG-01083,2024-08-01,No material driver detected,
ENG-01083,2024-09-01,No material driver detected,
ENG-01083,2024-10-01,No material driver detected,
ENG-01083,2024-11-01,No material driver detected,
ENG-01083,2024-12-01,No material driver detected,
ENG-01084,2026-06-01,No material driver detected,
ENG-01084,2026-07-01,Performance | Contract stage | Utilisation,Performance (+1.64) | Contract stage (+0.39) | Utilisation (+0.26)
ENG-01084,2026-08-01,No material driver detected,
ENG-01085,2024-05-01,No material driver detected,
ENG-01085,2024-06-01,No material driver detected,
ENG-01085,2024-07-01,No material driver detected,
ENG-01085,2024-08-01,No material driver detected,
ENG-01085,2024-09-01,No material driver detected,
ENG-01085,2024-10-01,No material driver detected,
ENG-01085,2024-11-01,No material driver detected,
ENG-01085,2024-12-01,No material driver detected,
ENG-01085,2025-01-01,No material driver detected,
ENG-01085,2025-02-01,No material driver detected,
ENG-01085,2025-03-01,No material driver detected,
ENG-01085,2025-04-01,No material driver detected,
ENG-01086,2025-03-01,No material driver detected,
ENG-01086,2025-04-01,No material driver detected,
ENG-01086,2025-05-01,No material driver detected,
ENG-01086,2025-06-01,No material driver detected,
ENG-01086,2025-07-01,No material driver detected,
ENG-01086,2025-08-01,No material driver detected,
ENG-01086,2025-09-01,No material driver detected,
ENG-01086,2025-10-01,No material driver detected,
ENG-01086,2025-11-01,No material driver detected,
ENG-01086,2025-12-01,No material driver detected,
ENG-01086,2026-01-01,No material driver detected,
ENG-01086,2026-02-01,No material driver detected,
ENG-01086,2026-03-01,No material driver detected,
ENG-01087,2025-08-01,No material driver detected,
ENG-01087,2025-09-01,No material driver detected,
ENG-01087,2025-10-01,No material driver detected,
ENG-01087,2025-11-01,Client feedback | Performance | Contract stage,Client feedback (+2.19) | Performance (+1.30) | Contract stage (+0.18)
ENG-01087,2025-12-01,Client feedback | Performance | Milestone delivery,Client feedback (+0.67) | Performance (+0.61) | Milestone delivery (+0.42)
ENG-01087,2026-01-01,No material driver detected,
ENG-01087,2026-02-01,Performance | Client feedback | Sentiment,Performance (+2.40) | Client feedback (+1.42) | Sentiment (+0.64)
